event_stage_in_path,super_event_causes,original_collection_id,event_type,recipient_county,sender_town,recipient_name,initial_museum_subject_matter,collection_id,sender_governance,initial_museum_sector,destination_country,destination_id,recipient_postcode,sender_size,collection_status,event_is_end_of_existence,sender_sector,sender_core_type,sender_county,super_event_date,sender_governance_broad,parent_collection_id,collection_size,collection_estimated_size_max,event_date_from,initial_museum_general_type,recipient_town,collection_estimated_size,destination_longitute,origin_longitute,ancestor_collections,sender_accreditation,initial_museum_id,sender_id,sender_general_type,initial_museum_accreditation,initial_museum_type,super_event_id,super_event_cause_types,initial_museum_town,recipient_id,destination_latitude,previous_event_id,event_id,sender_subject,sender_name,sender_country,sender_region,sender_type,collection_types,origin_latitude,initial_museum_governance,collection_description,sender_postcode,destination_region,event_date_to,initial_museum_size,collection_estimated_size_min,initial_museum_country,event_core_type,recipient_general_type,initial_museum_subject_matter_broad,recipient_core_type,origin_region,recipient_governance,recipient_type,recipient_sector,recipient_governance_broad,event_is_change_of_ownership,event_is_change_of_custody,origin_country,initial_museum_region,initial_museum_core_type,event_date,initial_museum_governance_broad,initial_museum_name
1,local authority funding cut,cm383tymperleys-all,moved,Essex,Colchester,"Hollytrees Museum, Colchester",Industry_and_manufacture-Clocks_and_watches,cm383tymperleys-display,,private,England,place1429,CO1 1UG,,collection,False,public,civic organisation,,2011,,cm383tymperleys-all,some,20000.0,,organisation,Colchester,7500.0,,,"['cm383tymperleys-display', 'cm383tymperleys-all']",,mm.domus.SE074,colchester-council,organisation,Unaccredited,museum,cm383,financial - funding cut - local authority funding cut,Colchester,hollytrees-museum,,event1640,event1641,,Colchester City Council,,,local authority,"['clock', 'watch']",,Private,,CO1 1FR,,,medium,1000.0,England,moved,organisation,Industry_and_manufacture,museum,,Local_Authority,museum,public,Local_Authority,False,True,,East of England (English Region),museum,2011/..,Private,Tymperleys Clock Museum
2,local authority funding cut,cm383tymperleys-all,displayed,,Colchester,,Industry_and_manufacture-Clocks_and_watches,cm383tymperleys-display,Local_Authority,private,,,,medium,collection,False,public,museum,Essex,2011,Local_Authority,cm383tymperleys-all,some,20000.0,,organisation,,7500.0,,,"['cm383tymperleys-display', 'cm383tymperleys-all']",Accredited,mm.domus.SE074,hollytrees-museum,organisation,Unaccredited,museum,cm383,financial - funding cut - local authority funding cut,Colchester,,,event1641,event1642,Local_Histories,"Hollytrees Museum, Colchester",England,East of England (English Region),museum,"['clock', 'watch']",,Private,,CO1 1UG,,,medium,1000.0,England,used,,Industry_and_manufacture,,,,,,,False,False,,East of England (English Region),museum,2011/..,Private,Tymperleys Clock Museum
0,excessive costs; illness,cm384vintage-vehicles-all,sold,,Shildon,unknown actor 1644,Transport-Mixed,cm384vintage-vehicles-all,Private,private,,place1,,small,collection,False,private,museum,NA,2012,Private,,all,10000.0,,organisation,,5000.0,,,['cm384vintage-vehicles-all'],Unaccredited,mm.wiki.096,museummm.wiki.096,organisation,Unaccredited,museum,cm384,financial - costs - other; life events - illness - other,Shildon,unknown_actor_1644,,,event1644,Transport,Vintage Vehicles Shildon,England,North East (English Region),museum,"['motor car', 'truck', 'road roller', 'motorcycle', 'miscellaneous']",,Private,,DL4 2RE,,,small,1000.0,England,sold,,Transport,,,,actor,unknown,,True,True,England,North East (English Region),museum,2012/..,Private,Vintage Vehicles Shildon
0,dfe funding cut,cm385white-lodge-all,kept,,London,,Arts-Other,cm385white-lodge-all,Independent-Not_for_profit,third,,,,small,collection,False,third,museum,NA,2015,Independent,,all,10000.0,,organisation,,5000.0,,,['cm385white-lodge-all'],Unaccredited,mm.wiki.178,museummm.wiki.178,organisation,Unaccredited,museum,cm385,financial - funding cut - dfe funding cut,London,,,,event1646,Arts,White Lodge Museum,England,London (English Region),museum,['miscellaneous'],,Independent-Not_for_profit,,TW10 5HR,,,small,1000.0,England,kept,,Arts,,,,,,,False,False,,London (English Region),museum,2015,Independent,White Lodge Museum
0,owner(s) retired from museum work,cm386winchcombe-railway-all,kept,,Cheltenham,,Transport-Trains_and_railways,cm386winchcombe-railway-all,Independent-Not_for_profit,third,,,,small,collection,False,third,museum,Gloucestershire,2013,Independent,,all,10000.0,,organisation,,5000.0,,,['cm386winchcombe-railway-all'],Unaccredited,mm.domus.SW168,museummm.domus.SW168,organisation,Unaccredited,museum,cm386,life events - retirement - retirement of owner,Cheltenham,,,,event1648,Transport,Winchcombe Railway Museum,England,South West (English Region),museum,['miscellaneous'],,Independent-Not_for_profit,,GL54 5LX,,,small,1000.0,England,kept,,Transport,,,,,,,False,False,,South West (English Region),museum,2013,Independent,Winchcombe Railway Museum
0,insufficient revenue,cm387wolferton-station-all,sent-to-auction,,Kings Lynn,unknown actor 1650,Transport-Trains_and_railways,cm387wolferton-station-all,Private,private,,place1,,small,collection,False,private,museum,Norfolk,2001,Private,,all,10000.0,,organisation,,5000.0,,,['cm387wolferton-station-all'],Unaccredited,mm.aim82M.049,museummm.aim82M.049,organisation,Unaccredited,museum,cm387,financial - costs - low revenue,Kings Lynn,unknown_actor_1650,,,event1650,Transport,Wolferton Station Museum,England,East of England (English Region),museum,['miscellaneous'],,Private,,PE31 6HA,,,small,1000.0,England,sold,,Transport,,,,actor,unknown,,True,True,England,East of England (English Region),museum,,Private,Wolferton Station Museum
0,local authority cuts,cm388wythenshawe-most,stored,,Manchester,,Buildings-Houses-Large_houses,cm388wythenshawe-most,Local_Authority,public,,,,small,collection,False,public,museum,NA,2016,Local_Authority,,most,10000.0,,organisation,,4000.0,,,['cm388wythenshawe-most'],Unaccredited,mm.domus.NW012,museummm.domus.NW012,organisation,Unaccredited,museum,cm388,financial - funding cut - local authority funding cut,Manchester,,,,event1652,Buildings,Wythenshawe Hall,England,North West (English Region),museum,"['furniture', 'miscellaneous']",,Local_Authority,,M23 0AB,,,small,600.0,England,stored,,Buildings,,,,,,,False,False,,North West (English Region),museum,2012,Local_Authority,Wythenshawe Hall
0,local authority cuts,cm388wythenshawe-some,destroyed-fire,,Manchester,unknown no recipient 1653,Buildings-Houses-Large_houses,cm388wythenshawe-some,Local_Authority,public,,,,small,collection,True,public,museum,NA,2016,Local_Authority,,some,4000.0,,organisation,,1250.0,,,['cm388wythenshawe-some'],Unaccredited,mm.domus.NW012,museummm.domus.NW012,organisation,Unaccredited,museum,cm388,financial - funding cut - local authority funding cut,Manchester,unknown_no recipient_1653,,,event1653,Buildings,Wythenshawe Hall,England,North West (English Region),museum,"['furniture', 'miscellaneous']",,Local_Authority,,M23 0AB,,,small,100.0,England,damaged/destroyed,no recipient,Buildings,no recipient,,,no recipient,unknown,,False,False,,North West (English Region),museum,2016,Local_Authority,Wythenshawe Hall
0,local authority cuts,cm389derry-workhouse-tower,transferred,NA,Derry,Tower Museum,Buildings-Other,cm389derry-workhouse-tower,Local_Authority,public,Northern Ireland,place2168,BT48 6LU,small,collection,False,public,museum,NA,2014,Local_Authority,,some,4000.0,,organisation,Derry,1250.0,,,['cm389derry-workhouse-tower'],Unaccredited,mm.wiki.423,museummm.wiki.423,organisation,Unaccredited,museum,cm389,financial - funding cut - local authority funding cut,Derry,tower-museum,,,event1655,Buildings,Derry Workhouse Museum,Northern Ireland,Northern Ireland,museum,['miscellaneous'],,Local_Authority,,BT48 6BG,,,small,100.0,Northern Ireland,free-transfer,organisation,Buildings,museum,,Local_Authority,museum,public,Local_Authority,True,True,Northern Ireland,Northern Ireland,museum,2014,Local_Authority,Derry Workhouse Museum
0,local authority cuts,cm389derry-workhouse-transfers,transferred,,Derry,Unspecified Museum recipients of Derry Workhouse,Buildings-Other,cm389derry-workhouse-transfers,Local_Authority,public,Northern Ireland,place577,,small,collection,False,public,museum,NA,2014,Local_Authority,,some,4000.0,,organisation,,1250.0,,,['cm389derry-workhouse-transfers'],Unaccredited,mm.wiki.423,museummm.wiki.423,organisation,Unaccredited,museum,cm389,financial - funding cut - local authority funding cut,Derry,derry-workhouse-recipient-museum,,,event1656,Buildings,Derry Workhouse Museum,Northern Ireland,Northern Ireland,museum,['miscellaneous'],,Local_Authority,,BT48 6BG,,,small,100.0,Northern Ireland,free-transfer,organisation,Buildings,museum,,,museum,unknown,,True,True,Northern Ireland,Northern Ireland,museum,2014,Local_Authority,Derry Workhouse Museum
0,local authority cuts,cm389derry-workhouse-stored,stored,,Derry,,Buildings-Other,cm389derry-workhouse-stored,Local_Authority,public,,,,small,collection,False,public,museum,NA,2014,Local_Authority,,some,4000.0,,organisation,,1250.0,,,['cm389derry-workhouse-stored'],Unaccredited,mm.wiki.423,museummm.wiki.423,organisation,Unaccredited,museum,cm389,financial - funding cut - local authority funding cut,Derry,,,,event1657,Buildings,Derry Workhouse Museum,Northern Ireland,Northern Ireland,museum,['miscellaneous'],,Local_Authority,,BT48 6BG,,,small,100.0,Northern Ireland,stored,,Buildings,,,,,,,False,False,,Northern Ireland,museum,2014,Local_Authority,Derry Workhouse Museum
0,unknown,cm390old-sunday-school-all,transferred,NA,Macclesfield,Silk Museum & Paradise Mill,Industry_and_manufacture-Textiles,cm390old-sunday-school-all,Independent-Not_for_profit,third,England,place2245,SK11 6UT,small,collection,False,third,museum,NA,2018,Independent,,all,10000.0,,organisation,Macclesfield,5000.0,,,['cm390old-sunday-school-all'],Unaccredited,mm.misc.012,museummm.misc.012,organisation,Unaccredited,museum,cm390,unknown - other - other,Macclesfield,silk-museum,,,event1659,Industry_and_manufacture,The Old Sunday School,England,North West (English Region),museum,['miscellaneous'],,Independent-Not_for_profit,,SK11 6UT,,,small,1000.0,England,free-transfer,organisation,Industry_and_manufacture,museum,,Independent-Not_for_profit,museum,third,Independent,True,True,England,North West (English Region),museum,2018,Independent,The Old Sunday School
0,amalgamation,cm401qohrm-all,transferred,Warwickshire,Eastbourne,The Museum of The Queen's Royal Hussars - Churchill's Own,War_and_conflict-Regiment,cm401qohrm-all,Independent-Not_for_profit,third,England,place3438,CV34 4NA,small,collection,False,third,museum,East Sussex,2017,Independent,,all,10000.0,,organisation,Warwick,5000.0,,,['cm401qohrm-all'],Unaccredited,mm.domus.SE458,museummm.domus.SE458,organisation,Unaccredited,museum,cm401,strategic closure - amalgamation - other,Eastbourne,qrhco-museum,,,event1671,War_and_conflict,Queens Royal Irish Hussars Regimental Collection,England,South East (English Region),museum,['militaria'],,Independent-Not_for_profit,,BN22 7AQ,,,small,1000.0,England,free-transfer,organisation,War_and_conflict,museum,,Independent-Not_for_profit,museum,third,Independent,True,True,England,South East (English Region),museum,2017,Independent,Queens Royal Irish Hussars Regimental Collection
0,loss of perceived value; university cost cutting,cm404moda-hasler,transferred,,London,University of Reading special collections,Arts-Design,cm404moda-hasler,University,university,,place783,RG1 5EX,small,collection,False,university,museum,NA,2024,University,,some,4000.0,,organisation,Reading,1250.0,,,['cm404moda-hasler'],Accredited,mm.domus.SE059,museummm.domus.SE059,organisation,Accredited,museum,cm404,other - loss of perceived value - other; financial - funding cut - university cost cutting,London,uni-reading,,,event1675,Arts,Museum Of Domestic Design And Architecture,England,London (English Region),museum,['miscellaneous'],,University,Charles Hasler Collection,NW9 5HF,,,small,100.0,England,free-transfer,organisation,Arts,education/research,,,university,public,,True,True,England,London (English Region),museum,2024,University,Museum Of Domestic Design And Architecture
0,loss of perceived value; university cost cutting,cm404moda-textiles-1,transferred,NA,London,"Whitworth Art Gallery, University Of Manchester",Arts-Design,cm404moda-textiles-1,University,university,England,place2879,M15 6ER,small,collection,False,university,museum,NA,2024,University,,few,1000.0,,organisation,Manchester,250.0,,,['cm404moda-textiles-1'],Accredited,mm.domus.SE059,museummm.domus.SE059,organisation,Accredited,museum,cm404,other - loss of perceived value - other; financial - funding cut - university cost cutting,London,whitworth-manchester,,,event1676,Arts,Museum Of Domestic Design And Architecture,England,London (English Region),museum,"['textile', 'wallpaper']",,University,,NW9 5HF,,,small,10.0,England,free-transfer,organisation,Arts,museum,,University,museum,university,University,True,True,England,London (English Region),museum,2024,University,Museum Of Domestic Design And Architecture
0,loss of perceived value; university cost cutting,cm404moda-textiles-2,transferred,,London,Sanderson Design Group Archive,Arts-Design,cm404moda-textiles-2,University,university,,place25,UB9 4DX,small,collection,False,university,museum,NA,2024,University,,few,1000.0,,organisation,Denham,250.0,,,['cm404moda-textiles-2'],Accredited,mm.domus.SE059,museummm.domus.SE059,organisation,Accredited,museum,cm404,other - loss of perceived value - other; financial - funding cut - university cost cutting,London,sanderson-archive,,,event1677,Arts,Museum Of Domestic Design And Architecture,England,London (English Region),museum,"['textile', 'wallpaper']",,University,,NW9 5HF,,,small,10.0,England,free-transfer,organisation,Arts,museum/library/archive,,,archive,private,,True,True,England,London (English Region),museum,2024,University,Museum Of Domestic Design And Architecture
